,ID,PDF saved,Document Link,Franchisor,Name of Franchise,Document Type,Year,File Number,Notes,Received Date,Added On
105,PDF0105,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={3CC6AAB5-D383-455F-AB51-688B73250624},Management Recruiters International Inc.,"Management Recruiters, Sales Consultants",Disclosure Form,2014,174,Red Line FDD 3 of 7,10/3/2014,10/8/2014
106,PDF0106,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={4F1926DC-918F-4504-8FC9-EBF69E4F6546},Management Recruiters International Inc.,"Management Recruiters, Sales Consultants",Disclosure Form,2014,174,Red Line FDD 3 of 7 ,10/3/2014,10/8/2014
107,PDF0107,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={FDE7C17E-B7BE-4452-9D6F-C47D8556F801},Management Recruiters International Inc.,"Management Recruiters, Sales Consultants",Disclosure Form,2014,174,Red Line 1 of 7,10/3/2014,10/8/2014
108,PDF0108,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={0C2605E6-DD82-46A4-A2FC-6F06A91D52E5},Management Recruiters International Inc.,"Management Recruiters, Sales Consultants",Disclosure Form,2014,174,Red Line FDD 2 of 7,10/3/2014,10/8/2014
109,PDF0109,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={9F11E856-891E-4E48-A9EE-5985C4BD38E0},"Management Recruiters International, Inc.","Management Recruiters, Sales Consultants",Disclosure Form,2014,174,Annual Renewal,4/9/2014,04/25/2014
110,PDF0110,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={7BE35CE7-6169-453C-AF37-DB5FF19C23C1},"Management Recruiters International, Inc.","Management Recruiters, Sales Consultants",Disclosure Form,2014,174,Order Amending Registration,4/9/2014,04/25/2014
111,PDF0111,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={092DE21E-E9AB-4F10-A622-BCC0FFF42E0A},"Management Recruiters International, Inc.","Management Recruiters, Sales Consultants",Disclosure Form,2014,174,Receipt,4/9/2014,04/25/2014
112,PDF0112,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={ECFA103D-8C4C-4E7A-ADA5-F8CA8065F7B2},"Management Recruiters International, Inc.","Management Recruiters, Sales Consultants",Disclosure Form,2014,174,Order Amending Registration,4/9/2014,04/25/2014
113,PDF0113,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={32DCF64C-1321-4A1F-B7A6-3AF0AA49C541},"Management Recruiters International, Inc.","Management Recruiters, Sales Consultants",Disclosure Form,2014,174,Annual Renewal,4/9/2014,04/25/2014
114,PDF0114,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={816CD3F6-697A-43A3-87C6-953F568CB2B3},"Management Recruiters International, Inc.","Management Recruiters, Sales Consultants",Disclosure Form,2014,174, FDD,4/9/2014,04/25/2014
115,PDF0115,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={58F6C59A-25A9-446C-9235-0C8164124463},"Management Recruiters International, Inc.","Management Recruiters, Sales Consultants",Disclosure Form,2014,174, FDD,4/9/2014,04/25/2014
116,PDF0116,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={56BF8EAE-2E77-4E8D-939C-7A340DBF63DC},"Management Recruiters International, Inc.","Management Recruiters, Sales Consultants",Disclosure Form,2014,174,Receipt,4/9/2014,04/25/2014
117,PDF0117,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={98E9886E-8703-4B1A-AC5B-A5AF9C5A4E81},"Management Recruiters International, Inc.","Management Recruiters, Sales Consultants",Disclosure Form,2014,174, FDD,4/9/2014,04/25/2014
118,PDF0118,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={AB6132E4-B767-43BC-8DDC-D795870A03F9},"Management Recruiters International, Inc.","Management Recruiters, Sales Consultants",Disclosure Form,2014,174, FDD,4/9/2014,04/25/2014
119,PDF0119,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={0988B513-A400-4E5B-A59B-C6CDE77ABF6C},"Management Recruiters International, Inc.","Management Recruiters, Sales Consultants",Disclosure Form,2014,174, FDD,4/9/2014,04/25/2014
120,PDF0120,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={0A8A1D35-FF87-491A-A0C7-98015ED90130},"Management Recruiters International, Inc.","Management Recruiters, Sales Consultants",Disclosure Form,2014,174, FDD,4/9/2014,04/25/2014
121,PDF0121,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={A5A2F5CE-ABDF-4F6F-A10D-1F97FE57DE7E},"Management Recruiters International, Inc.","Management Recruiters, Sales Consultants",Disclosure Form,2014,174, FDD,4/9/2014,04/25/2014
122,PDF0122,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={BEFFA410-5F35-468B-8553-B67D92CC10B2},"Management Recruiters International, Inc.","Management Recruiters, Sales Consultants",Disclosure Form,2014,174, FDD,4/9/2014,04/25/2014
123,PDF0123,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={DA6E35B0-CCC1-4B70-B744-E8C8AA738A50},"Management Recruiters International, Inc.","Management Recruiters, Sales Consultants",Disclosure Form,2015,174,,8/4/2015,8/10/2015
124,PDF0124,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={7AD0258A-B006-4594-BE4E-0FA4F84C505E},"Management Recruiters International, Inc.","Management Recruiters, Sales Consultants",Disclosure Form,2015,174,,8/4/2015,8/10/2015
125,PDF0125,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={DB65D677-228E-4E85-9CBA-31A65D5F8A38},"Management Recruiters International, Inc.","Management Recruiters, Sales Consultants",Disclosure Form,2016,174,Red Line FDD 2016,4/1/2016,05/24/2016
126,PDF0126,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={ADAD0735-2630-47BB-83A3-778D0E687D99},Plymouth Ridge dba Coverall of the Twin Cities,Coverall of the Twin Cities,Disclosure Form,2017,2148,Clean FDD,04/24/2017,06/14/2017
127,PDF0127,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={E569E7B3-FDCE-4792-87C7-BFC2F0749970},Plymouth Ridge dba Coverall of the Twin Cities,Coverall of the Twin Cities,Disclosure Form,2017,2148,AGREEMENT,04/24/2017,06/14/2017
128,PDF0128,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={7DEE087F-FB09-4F00-B2D8-516136239165},"American Poolplayers Association, Inc.","American Poolplayers Association, Inc.",Disclosure Form,2016,2173,Franchise Disclosure Document Part 2 of 3,04/21/2016,05/16/2016
129,PDF0129,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={C051B3C4-0972-4934-9F02-E83C747C604D},"American Poolplayers Association, Inc.","American Poolplayers Association, Inc.",Disclosure Form,2016,2173,Franchise Disclosure Document Part 1 of 3,04/21/2016,05/16/2016
130,PDF0130,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={6F16C113-1713-45D7-ABD7-292F4A7F3DC2},"American Poolplayers Association, Inc.","American Poolplayers Association, Inc.",Disclosure Form,2016,2173,Franchise Disclosure Document Part 3 of 3,04/21/2016,05/16/2016
131,PDF0131,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={0098746A-0000-C93C-B084-4CCA3090B986},"American Poolplayers Association, inc.","American Poolplayers Association, inc.",Disclosure Form,2019,2173,2019 FDD blacklined to show changes from 2018 version,4/3/2019,5/1/2019
132,PDF0132,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={639C68C1-B707-4566-886D-F04903F651F3},"Petland, Inc.",Petland,Disclosure Form,2016,2759, ,4/11/2016,05/24/2016
133,PDF0133,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={F85D73C4-6DD1-47F3-8B09-6E58D233A5C7},HOBBY TOWN UNLIMITED INC,HOBBY TOWN USA & HOBBY USA,Disclosure Form,2012,2760,,,04/13/2012
134,PDF0134,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={6C864919-E44C-4A07-A15E-2DB41093DE2F},"The HomeTeam Inspection Service, Inc.",HomeTeam Inspection Service,Disclosure Form,2016,2908, ,04/21/2016,05/16/2016
135,PDF0135,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={8DF7644C-AFDA-48C2-B115-A6F768ADC245},CruiseOne,CruiseOne,Disclosure Form,2015,3005,Lined FDD,5/1/2015,5/12/2015
136,PDF0136,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={C58FD434-3038-40C9-837F-8EAB939D8E63},CruiseOne,CruiseOne,Disclosure Form,2015,3005,Clean FDD,5/1/2015,5/12/2015
137,PDF0137,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={603F0481-87CC-4D56-A997-75FAF5106710},CruiseOne,CruiseOne,Disclosure Form,2015,3005,Franchise Agreement,5/1/2015,5/12/2015
138,PDF0138,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={ABD9BF07-30DC-468D-A8EC-084E206504D6},"CruiseOne, Inc.",CruiseOne,Disclosure Form,2016,3005,Lined FDD,5/3/2016,05/20/2016
139,PDF0139,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={7BAB34E1-875F-43E5-8BFB-360AAB25BFF4},"CruiseOne, Inc.",CruiseOne,Disclosure Form,2016,3005,Clean FDD,5/3/2016,05/20/2016
140,PDF0140,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={E20860B1-BFDE-4E66-A6D8-66AD6C16F8B0},Buck's Pizza Franchising Corporation,Buck's Pizza,Disclosure Form,2016,3194, ,03/29/2016,05/24/2016
141,PDF0141,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={40C5F471-0000-CE59-9379-BAAFEF4341F0},"Learning Express, Inc.",Learning Express,Disclosure Form,2020,3338,Clean FDD,03/27/2020,5/8/2020
142,PDF0142,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={40C5F471-0000-C41B-BB77-DECF05403624},"Learning Express, Inc.",Learning Express,Disclosure Form,2020,3338,Redlined FDD,03/27/2020,5/8/2020
143,PDF0143,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={FAD1D627-CDE3-4F1B-A580-D30380289C1A},Godfathers Pizza Inc,Godfathers Pizza,Disclosure Form,2015,342,Redlined FDD Part II,08/28/2015,10/1/2015
144,PDF0144,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={9961CF41-99F7-4D89-8DA2-530F186CEFBA},Godfathers Pizza Inc,Godfathers Pizza,Disclosure Form,2015,342,Redlined FDD Part I,08/28/2015,10/1/2015
145,PDF0145,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={13F63AD7-A536-4AB3-8346-1C2CD219804D},"Curves International, Inc.",Curves,Disclosure Form,2015,3616, ,04/28/2015,05/13/2015
146,PDF0146,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={3AA4AC99-E5BA-43E3-8664-CE6195EA3583},"Curves International, Inc.",Curves,Disclosure Form,2016,3616, ,04/13/2016,05/24/2016
147,PDF0147,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={F84B06CC-1419-4777-A2CC-D9DC6D8D3758},Vision Source L.P.,Vision Source L.P.,Disclosure Form,2016,3651,Clean,4/1/2016,05/24/2016
148,PDF0148,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={A8B2C01B-0FA5-40B8-BED5-A871F3B9849B},Vision Source L.P.,Vision Source L.P.,Disclosure Form,2016,3651,Blacklined,4/1/2016,05/24/2016
149,PDF0149,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={7C5455BB-C230-443E-A88F-FAECFC6212C6},Vision Source L.P.,Vision Source,Disclosure Form,2017,3651,MARKED FDD,4/3/2017,5/2/2017
150,PDF0150,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={51BF0E96-8DD8-40F0-B8E9-11B694C72748},Vision Source L.P.,Vision Source,Disclosure Form,2017,3651,Clean FDD,4/3/2017,5/2/2017
151,PDF0151,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={C69ED212-D932-473B-A14A-AC8071135AE2},"TAB Boards International, Inc.",The Alternative Board,Disclosure Form,2016,3681,,03/24/2016,05/24/2016
152,PDF0152,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={A2D91B4E-0ABD-47D4-8989-7A9A46FD8972},"TAB Boards International, Inc.",The Alternative Board,Disclosure Form,2016,3681,,03/24/2016,05/24/2016
153,PDF0153,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={9C0863B8-29E4-4F26-B835-D608EFD713CE},"TAB Boards International, Inc.",The Alternative Board,Disclosure Form,2016,3681,,03/24/2016,05/24/2016
154,PDF0154,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={2A821F21-0AE3-48A5-BB11-8225121F29C3},"TAB Boards International, Inc.",The Alternative Board,Disclosure Form,2016,3681, ,03/24/2016,05/24/2016
155,PDF0155,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={F6062048-AC2A-4CBD-BADD-208DCB542770},"TAB Boards International, Inc.",The Alternative Board,Disclosure Form,2016,3681,,03/24/2016,05/24/2016
156,PDF0156,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={DE8EBDFC-EC7E-4952-9B27-5D86975A8419},"TAB Boards International, Inc.",The Alternative Board,Disclosure Form,2016,3681,,03/24/2016,05/24/2016
157,PDF0157,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={EC8A90E5-88A9-4674-A328-D8A20BB13790},"TAB Boards International, Inc.",The Alternative Board,Disclosure Form,2016,3681,,03/24/2016,05/24/2016
158,PDF0158,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={211C0D9E-8202-4F6C-B491-3B9881817014},"TAB Boards International, Inc.",The Alternative Board,Disclosure Form,2016,3681,,03/24/2016,05/24/2016
159,PDF0159,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={90353279-0000-C745-9F64-389334C46370},"TAB Boards International, Inc.",The Alternative Board,Disclosure Form,2021,3681,,4/1/2021,5/3/2021
160,PDF0160,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={A84E51B7-D84B-45B0-A92C-6CAAF90DD38B},Intelligent Office,Intelligent Office,Disclosure Form,2015,3864,Clean FDD,09/16/2015,09/30/2015
161,PDF0161,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={CF2B9F5B-8D8A-4E30-BAA4-99BCB5C15D74},Intelligent Office,Intelligent Office,Disclosure Form,2015,3864,lined FDD,09/16/2015,09/30/2015
162,PDF0162,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={936851F6-C8AF-4798-8A6D-3E5229FDFF24},DECOR & YOU INC,DECOR & YOU DESIGNER UNIT FRANCHISE AGREEMENT,Disclosure Form,2014,3973,,10/7/2014,10/9/2014
163,PDF0163,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={60BDF471-0000-CE55-AF60-AC98964C1DB3},"Fitness Together Franchise, LLC",Fitness Together,Disclosure Form,2020,4017,Blackline FDD,03/30/2020,5/8/2020
164,PDF0164,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={58EAAED1-BFCE-4C8B-A98F-987CA0621A89},"Crest Foods, Inc.",Nestle Toll Houe Cafe by Chip,Disclosure Form,2015,4040,,04/27/2015,04/27/2015
165,PDF0165,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={0B1FA1AA-11AD-4E80-985C-BC250F262332},"Crest Foods, Inc.",Nestle Toll Houe Cafe by Chip,Disclosure Form,2015,4040,,04/27/2015,04/27/2015
166,PDF0166,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={3C7441FD-1DB6-48FD-A628-FAC2EE9A7C3E},"Crest Foods, Inc.",Nestle Toll Houe Cafe by Chip,Disclosure Form,2015,4040,,04/27/2015,04/27/2015
167,PDF0167,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={C9271F20-483D-4B5C-AF8B-FCA94856B923},"Crest Foods, Inc.",Nestle Toll Houe Cafe by Chip,Disclosure Form,2015,4040,,04/27/2015,04/27/2015
168,PDF0168,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={F9A5DC2B-6F24-4AB9-A4DB-D2099A7CA01A},"Right at Home, Inc.",Right at Home,Disclosure Form,2016,4053,Blackline,03/30/2016,05/24/2016
169,PDF0169,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={E75B3402-CE15-43F0-8796-0270D23ACED3},"Right at Home, Inc.",Right at Home,Disclosure Form,2016,4053,Clean,03/30/2016,05/24/2016
170,PDF0170,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={D0931166-0000-CD91-A862-8996E1EACEC0},"Right at Home, LLC",Right at Home,Disclosure Form,2018,4053,AR Blackline 2018 FDD with exhibits,4/5/2018,09/25/2018
171,PDF0171,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={D0931166-0000-C97B-A00D-F7960D49CBAF},"Right at Home, LLC",Right at Home,Disclosure Form,2018,4053,AR Clean 2018 FDD with exhibits,4/5/2018,09/25/2018
172,PDF0172,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={E040D962-0000-CD7C-AF51-1E327345261A},"IKOR International, LLC",IKOR,Disclosure Form,2018,4053,OK,4/5/2018,04/18/2018
173,PDF0173,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={E040D962-0000-C63A-8B83-C9F471E61F2D},"IKOR International, LLC",IKOR,Disclosure Form,2018,4053,Clean 2018 FDD with Exhibits,4/5/2018,04/18/2018
174,PDF0174,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={B035756A-0000-C883-9A93-3EB82198E95C},"Right at Home, LLC",Right at Home,Disclosure Form,2019,4053,AR FDD Clean Copy,4/8/2019,5/1/2019
175,PDF0175,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={B035756A-0000-C246-9634-2A343E6C1484},"Right at Home, LLC",Right at Home,Disclosure Form,2019,4053,AR FDD Redline,4/8/2019,5/1/2019
176,PDF0176,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={0FDF2886-0E19-4FAA-A48F-C01F651FDA1E},"EMBROIDME.COM, INC.",EmbroidMe,Disclosure Form,2016,4085,,03/24/2016,4/5/2016
177,PDF0177,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={6BF19848-F90B-4FF3-B302-DEEA62F1D80F},"EMBROIDME.COM, INC.",EmbroidMe,Disclosure Form,2016,4085,,03/24/2016,4/5/2016
178,PDF0178,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={9B2A1283-4FCF-497A-949E-D7FFFF2A2F73},"EmbroidMe.com, Inc.",Fully Promoted,Disclosure Form,2017,4085,Clean FDD,03/17/2017,04/19/2017
179,PDF0179,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={3C221F37-A22F-4D95-BD54-8934D3C33E67},"EmbroidMe.com, Inc.",Fully Promoted,Disclosure Form,2017,4085,Blacklined FDD,03/17/2017,04/19/2017
180,PDF0180,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={C736DD70-D1F6-4428-BAA4-DEB3A634B143},"Chick-fil-A, Inc.",Chick-fil-A License Program,Disclosure Form,2014,4118,Redline FDD,04/29/2014,5/9/2014
181,PDF0181,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={76A3DB15-9C13-4E83-AFE9-8DD1CC55ADA8},"Chick-fil-A, Inc.",Chick-fil-A License Program,Disclosure Form,2014,4118,Addendum to Diclosure Document,04/29/2014,5/9/2014
182,PDF0182,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={A8BF632C-B08A-4A73-8351-C8093DAEA5D8},"Chick-fil-A, Inc.",Chick-fil-A License Program,Disclosure Form,2014,4118,Part 2 of 2,04/29/2014,5/9/2014
183,PDF0183,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={2289DD1A-D11B-468F-B0C1-EC753A61BF97},"Chick-fil-A, Inc.",Chick-fil-A License Program,Disclosure Form,2014,4118,Part 1 of 2,04/29/2014,5/9/2014
184,PDF0184,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={2A37EF00-6967-4909-A7CF-B180AA99451E},"Chick-fil-A, Inc.",Chick-fil-A License Program,Disclosure Form,2016,4118,FDD Clean,04/19/2016,05/16/2016
